Entity;Type;tvb:type;Superclass(es);tvb:mathematical_notation;is_CVAR_of;is_argument_of;is_VOI_of;surrogate;has_state_variable;is_derivative_of;has_argument;equals;depends_on;is_boolean_of;has_function;is_coefficient_of;regional_surrogate;is_parameter_of;is_state_variable_of;surrogate_of;has_derivative;has_parameter;contains;is_function_of;owl:topObjectProperty;is_a;has_range;has_default;identifier;publicMeSHNote;dc:description;tvb:sourcecode;tvb:dynamicalConfiguration;tvb:fullName;tvb:category;tvb:GO_ID;tvb:tuto;tvb:expression;tvb:wiki;tvb:acronym;tvb:unit;tvb:documentation;tvb:references;tvb:equation;tvb:dynamicsExploration;tvb:functionType;tvb:shortName;tvb:synonym;rdfs:label;skos:definition;
a_SUPH;Class;NMM_parameter;Dynamical Parameter	SupHopf	Excitability;a;;;;;;;;;;;;y_SUPH	x_SUPH;;ydot_SUPH	SupHopf	xdot_SUPH;;;;;;;;;;-0.5;;;;;;;"Dynamical Parameter; Excitability Parameter";;;;;;;;;;https://www.nature.com/articles/s41598-017-03073-5/figures/5;;;;a_SUPH;"a_SUPH is a constant parameter in the first and second state-equations that allow to scale the damping of the oscillations or the shape of the cubic x_SUPH and y_SUPH nullclines in the phase-plane.

Note:
------
a_SUPH is also a local bifurcation parameter, i.e., where the systems phase-portrait changes qualitatively.
When a=0, the SUPH has a supercritical bifurcation. So for a < 0, the local dynamics has a stable fixed point and the system corresponds to a damped oscillatory state, whereas for a > 0, the local dynamics enters in a stable limit cycle and the system switches to an oscillatory state.";
alpha_e_WC;Class;NMM_parameter;E/I Balance	WilsonCowan;\alpha_e;;;;;;;;;;;;P_WC	Global Connectivity	E_WC	I_WC	Local Connectivity;;x_e_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Exc. balance parameter;;alpha_e_WC;Balance parameter between excitatory and inhibitory masses (Sanz-Leon et al., 2015).;
alpha_i_WC;Class;NMM_parameter;E/I Balance	WilsonCowan;\alpha_i;;;;;;;;;;;;Global Connectivity	E_WC	Q_WC	I_WC	Local Connectivity;;x_i_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Inh. balance parameter;;alpha_i_WC;Balance parameter between excitatory and inhibitory masses (Sanz-Leon et al., 2015).;
EEG  Lead Field Matrix;Class;;EEG Monitor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ProjectionSurfaceEEG;EEG  Lead Field Matrix;"EEG lead field matrix wraps matrices defining a linear operator to map the spatial sources into the leadfield domain.

A lead field matrix (gain matrix) represents the linear relation between source signals and measurement of physical electromagnetic signals. If a precomputed lead field is not available, a single sphere analytic formula due to Sarvas 1987 is used.";
EEG Sensors;Class;;EEG Monitor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SensorsEEG;EEG Sensors;EEG sensor locations and labels;
a_e_WC;Class;NMM_parameter;Excitability Invariance	Transfer Sigmoid Function Properties	WilsonCowan;a_e;;;;;;;;;;;;x_e_WC;;Se_WC;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;Exc. sigmoid slope;;a_e_WC;Steepness of the excitatory response function S_e_WC (Wilson and Cowan, 1972).;
a_i_WC;Class;NMM_parameter;Excitability Invariance	Transfer Sigmoid Function Properties	WilsonCowan;a_i;;;;;;;;;;;;x_i_WC;;Si_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Inh. sigmoid slope;;a_i_WC;Steepness of the excitatory response function S_i_WC (Wilson and Cowan, 1972).;
r_JR;Class;NMM_parameter;Excitability Invariance	JansenRit	Transfer Sigmoid Function Properties;r;;;;;;;;;;;;y0_JR	y2_JR	y1_JR;;sigm_y1_y2_JR	sigm_y0_1_JR	sigm_y0_3_JR;;;;;;;;;;0.56;;;;;;;Parameter;;;;;;mV^-1;;"Jansen BH, Zouridakis G, and Brandt M. A neurophysiologically-based mathematical model of flash visual evoked potentials. Biol. Cybern. 68, 275:283, 1993. https://doi.org/10.1007/BF00224863

(Jansen & Rit, 1995) Jansen BH and Rit VG. Electroencephalogram and visual evoked potential generation in a mathematical model of coupled cortical columns. Biol. Cybern. 73, 357:366, 1995.";;;;Exc. sigmoid slope;mu_JR;r_JR;"Steepness (or gain) parameter of the sigmoid function Sigm_JR  (Jansen et al., 1993; Jansen & Rit, 1995).";
g_Ca_LB;Class;NMM_parameter;Excitability Scaling	LarterBreakspear;g_Ca;;;;;;;;;;;;m_Ca_LB	V_LB;;Vdot_LB;;;;;;;;;;1.1;;;;;;;;;;;;;;;;;;;Ca conductance;;g_Ca_LB;"Conductance of population of calcium channels (Breakspear et al., 2003b).

Describes the maximal conductance, if all channels are open.";
g_L_LB;Class;NMM_parameter;Excitability Scaling	LarterBreakspear;g_L;;;;;;;;;;;;V_LB;;Vdot_LB;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;Leak-conductance;;g_L_LB;"Conductance of population of leak channels (Breakspear et al., 2003b).

Describes the maximal conductance, if all channels are open.";
g_Na_LB;Class;NMM_parameter;Excitability Scaling	LarterBreakspear;g_Na;;;;;;;;;;;;V_LB	m_Na_LB;;Vdot_LB;;;;;;;;;;6.7;;;;;;;;;;;;;;;;;;;Na conductance;;g_Na_LB;"Conductance of population of sodium channels (Breakspear et al., 2003b).

Describes the maximal conductance, if all channels are open.";
r_NMDA_LB;Class;NMM_parameter;Excitability Scaling	LarterBreakspear;r_NMDA;;;;;;;;;;;;V_LB	Q_V_LB	m_Ca_LB;;Vdot_LB;;;;;;;;;;0.25;;;;;;;;;;;;;;;;;;;NMDA/AMPA ratio;;r_NMDA_LB;Ratio of NMDA to AMPA receptors (Breakspear et al., 2003b).;
a_RWW;Class;NMM_parameter;Excitability Scaling	ReducedWongWang	Scaling Coefficient	Transfer Sigmoid Function Properties;a;;;;;;;;;;;;x_RWW;;H_RWW;;;;;;;;;;270;;;;;;;Parameter;;;;;;(pC)^-1;;Deco G, Ponce-Alvarez A, Mantini D, Romani GL, Hagmann P, Corbetta M (2013) Resting-State Functional Connectivity Emerges from Structurally and Dynamically Shaped Slow Linear Fluctuations. J Neurosci 33 (27) 11239-52. https://doi.org/10.1523/JNEUROSCI.1091-13.2013;;;;Scaling Factor;;a_RWW;"Slope (or gain) parameter of the sigmoid input-output function H_RWW (Deco et al., 2013).

Note:
-----
In the original publication, the parameter a is set in (nC)^-1 (i.e., equivalent to  (nA.s)^-1).  In TVB, the parameter has been converted in (pC)^-1 for setting the system in millisecond.";
delta_Ca_LB;Class;NMM_parameter;Excitability Threshold Variance	LarterBreakspear;\delta_{Ca};;;;;;;;;;;;V_LB;;m_Ca_LB;;;;;;;;;;0.15;;;;;;;;;;;;;;;;;;;Ca threshold variance;;delta_Ca_LB;"Variance of Calcium channel threshold (Breakspear et al., 2003b).

Defines the steepness of the sigmoid m_Ca_LB.";
delta_Na_LB;Class;NMM_parameter;Excitability Threshold Variance	LarterBreakspear;\delta_{Na};;;;;;;;;;;;V_LB;;m_Na_LB;;;;;;;;;;0.15;;;;;;;;;;;;;;;;;;;Na threshold variance;;delta_Na_LB;"Variance of sodium channel threshold (Breakspear et al., 2003b).

Defines the steepness of the sigmoid m_Na_LB.";
delta_V_LB;Class;NMM_parameter;Excitability Threshold Variance	LarterBreakspear;\delta_V;;;;;;;;;;;;V_LB;;Q_V_LB;;;;;;;;;;;;;;;;;;;;;;;;;;;"Breakspear et al. 2003b:

Dynamics exploration of local uncoupled columns (C_LB = 0) and coupled columns (C_LB > 0) using delta_V_LB as control parameter.

For local uncoupled columns (C_LB = 0):

Fixed point attractors for delta_V_LB < 0.55
Limit cycle attractors for 0.55 < delta_V_LB < 0.59
Chaotic attractors for delta_V_LB > 0.59";;Exc. mean threshold variance;;delta_V_LB;"Variance of excitatory threshold (Breakspear et al., 2003b).

Defines the steepness of sigmoid Q_V_LB";
theta_e_WC;Class;NMM_parameter;Excitability Threshold	WilsonCowan;\theta_e;;;;;;;;;;;;;;x_e_WC;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;theta_e_WC;Excitation threshold of excitatory population (Sanz-Leon et al., 2015).;
theta_i_WC;Class;NMM_parameter;Excitability Threshold	WilsonCowan;\theta_i;;;;;;;;;;;;;;x_i_WC;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;theta_i_WC;Excitation threshold of inhibitory population (Sanz-Leon et al., 2015).;
c_e_WC;Class;NMM_parameter;Excitation Bound	Transfer Sigmoid Function Properties	WilsonCowan;c_e;;;;;;;;;;;;x_e_WC;;Se_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;c_e_WC;The amplitude parameter for the excitatory response function S_e_WC (Sanz-Leon et al., 2015).;
c_i_WC;Class;NMM_parameter;Excitation Bound	Transfer Sigmoid Function Properties	WilsonCowan;c_i;;;;;;;;;;;;x_i_WC;;Si_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;c_i_WC;The amplitude parameter for the excitatory response function S_i_WC (Sanz-Leon et al., 2015).;
A_JR;Class;NMM_parameter;Excitation Bound	JansenRit;A;;;;;;;;;;;;Local Connectivity	Global Connectivity	mu_JR	sigm_y0_1_JR	sigm_y1_y2_JR;;y3dot_JR	y4dot_JR;;;;;;;;;;3.25;;;;;;;Parameter;;;;;;mV;;"Jansen BH, Zouridakis G, and Brandt M. A neurophysiologically-based mathematical model of flash visual evoked potentials. Biol. Cybern. 68, 275:283, 1993. https://doi.org/10.1007/BF00224863

Jansen BH and Rit VG. Electroencephalogram and visual evoked potential generation in a mathematical model of coupled cortical columns. Biol. Cybern. 73, 357:366, 1995.

van Rotterdam A, Lopes da Silva FH, van den Ende J, Viergever MA, Hermans AJ (1982) A model of the spatial-temporal characteristics of the alpha rhythm. Bull Math Biol 44:283-305.";;;;Max EPSP;He_JR;A_JR;"Maximum amplitude of the excitatory post-synaptic potential (EPSP; or average synaptic gain; Jansen et al., 1993; Jansen & Rit, 1995; van Rotterdam et al., 1982).";
nu_max_JR;Class;NMM_parameter;Excitation Bound	JansenRit	Transfer Sigmoid Function Properties;\nu_{max};;;;;;;;;;;;;;sigm_y0_1_JR	sigm_y1_y2_JR	sigm_y0_3_JR;;;;;;;;;;0.0025;;;;;;;Parameter;;;;;;ms^-1;;"Jansen BH, Zouridakis G, and Brandt M. A neurophysiologically-based mathematical model of flash visual evoked potentials. Biol. Cybern. 68, 275:283, 1993. https://doi.org/10.1007/BF00224863

(Jansen & Rit, 1995) Jansen BH and Rit VG. Electroencephalogram and visual evoked potential generation in a mathematical model of coupled cortical columns. Biol. Cybern. 73, 357:366, 1995.";;;;;e0_JR;nu_max_JR;"Asymptotic of the sigmoid function Sigm_JR (Jansen et al., 1993; Jansen & Rit, 1995) corresponding to the maximum firing rate of the neural populations.

Note:
- In TVB, the parameter is converted in ms-1.";
Q_Vmax_LB;Class;NMM_parameter;Excitation Bound	LarterBreakspear;Q_{Vmax};;;;;;;;;;;;;;Q_V_LB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Exc. max. firing;;Q_Vmax_LB;Maximal firing rate of the population of PCs,  V (Breakspear et al., 2003b).;
k_e_WC;Class;NMM_parameter;Excitation Bound	WilsonCowan;k_e;;;;;;;;;;;;Se_WC;;Edot_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Max. of ERF;;k_e_WC;Maximum value of the excitatory response function (Wilson and Cowan, 1972).;
d_i_SJ3D;Class;NMM_parameter;Feedback Scaling	Stefanescu Jirsa 3D;d_i;;;;;;;;;;;;sq(xi_i_SJ3D);;etadot_i_SJ3D;;;;;;;;;;;;;;;;;Derived Parameter;;;;;;;;;;;;Ion channel factor;;d_i_SJ3D;Models behavior of fast ion channels of excitatory subpopulation at mode i. Derived from Gaussian parameter distribution and the parameter d from the Hindmarsh-Rose Neuron Model.;
p_i_SJ3D;Class;NMM_parameter;Feedback Scaling	Stefanescu Jirsa 3D;p_i;;;;;;;;;;;;sq(alpha_i_SJ3D);;betadot_i_SJ3D;;;;;;;;;;;;;;;;;Derived Parameter;;;;;;;;;;;;Ion channel factor;;p_i_SJ3D;Models behavior of fast ion channels of inhibitory subpopulation at mode i. Derived from Gaussian parameter distribution and the parameter d from the Hindmarsh-Rose Neuron Model.;
s_SJ3D;Class;NMM_parameter;Feedback Scaling	Stefanescu Jirsa 3D;s;;;;;;;;;;;;xi_i_SJ3D	alpha_i_SJ3D;;gammadot_i_SJ3D	taudot_i_SJ3D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Scaling factor;;s_SJ3D;Adaptation variable;
Connectivity Matrix;Class;;Global Connectivity;;;;;;;;;;;;;;;;;;;;Tract Lengths Matrix	Weights Matrix;;;;;;;;;;;;;;;;;"C; SC";;https://ebrains.eu/service/the-virtual-brain#process_mri_data_sets_tvb;"Bullmore ET and Bassett DS. (2011) Brain graphs: graphical models of the human brain connectome. Annu Rev Clin Psychol; 7:113-40. https://doi.org/10.1146/annurev-clinpsy-040510-143934.

Schirner et al, 2020

Sporns O, Tononi G, Kötter R. (2005) The Human Connectome: A Structural Description of the Human Brain. Plos Comput Biol; 5 4 p. e42
https://doi.org/10.1371/journal.pcbi.0010042

Sporns O. (2011a) The human connectome: a complex network. Ann NY Acad Sci; 1224: 109–125. https://doi.org/10.1111/j.1749-6632.2010.05888.x

Sporns O. (2012) Discovering the Human Connectome. MIT Press.

Sporns O. (2013) The human connectome: Origins and challenges. Neuroimage; 80:53-61 https://doi.org/10.1016/j.neuroimage.2013.03.023.";;;;;"Connectome; Structural Connectivity; Parcellated Connectome";Connectivity Matrix;"Connectivity Matrix represents the set of all existing anatomical connections between different brain areas defined according to a given parcellation scheme and obtained from the empirical structural and diffusion MRI scans (Sporns et al., 2005; Sporns, 2011a, 2012, 2013).

It represents the topology and geometry of a BNM and consists of a set of two matrices representing the weights or strength (Weights Matrix) of the structural connections and the white matter fiber lengths (Tract Lengths Matrix). These matrices could be any of the following types of graphs: (un)weighted and (un)directed graphs (Bullmore and Bassett, 2011).

Note:
------
A TVB Image Processing Pipeline is made available via the research infrastructure EBRAINS (Schirner et al., 2020), to allow you to upload MRI data, perform preprocessing and distortion-correction on MRI data as well as white matter fiber bundle tractography on diffusion data, and get TVB-ready data set that can be directly used to simulate brain network models.";
Global Coupling Function;Class;;Global Connectivity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Expression of the Global Coupling Function.

coupling(x_i, x_j, w_ij) = coupling[ sum w_ij (x_i(t), x_j(t - tau_ij)) ]

where x_i is the current state at node i, x_j(t - tau_ij) is the (delayed) state of the coupling variable from node j, and w_ij is the connectivity weights between regions i and j.";;;;;;;;;;Long-Range Coupling Function;Global Coupling Function;Global Coupling Function is a (non-)linear function that convert the incoming activity that have been propagated over the long-range connectivity into a suitable form before entering the equations describing the local neural dynamics.;
Global Coupling Scaling;Class;;Global Connectivity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"G; K";;;;;;;;Global Coupling Strength;Global Coupling Scaling;Global Coupling Scaling is is a factor that rescales the global connectivity strengths.;
Difference Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cD;;;;;;;;;Difference Coupling Function;Coupling Function;
Hyperbolic Tangent Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cHT;;;;;;;;;Hyperbolic Tangent Coupling Function;Hyperbolic Tangent Coupling Function;
Kuramoto Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cK;;;;;;;;;Kuramoto Coupling Function;Kuramoto Coupling Function;
Linear Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cL;;;;"Equation of the linear coupling function.

LCF(x_i, x_j, w_ij) = a * sum w_ij * x_j(t - tau_ij) + b";;;;;Linear Coupling Function;Linear Coupling Function rescales the coupled (delayed) input by a factor a and shifts by b unit.;
Pre-Sigmoidal Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cPreSig;;;;;;;;;Pre-Sigmoidal Coupling Function;Pre-Sigmoidal Coupling Function;
Scaling Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cS;;;;"Equation of the scaling coupling function.

SCF(x_i, x_j, w_ij) = a * sum w_ij * x_j(t - tau_ij)";;;;;Scaling Coupling Function;Scaling Coupling Function rescales the coupled delayed input.;
Sigmoidal Coupling Function - Jansen and Rit;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cSig_JR;;;;;;;;;Sigmoidal Coupling Function - Jansen and Rit;Sigmoidal Coupling Function - Jansen and Rit;
Sigmoidal Coupling Function;Class;;Global Coupling Function type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cSig;;;;;;;;;Sigmoidal Coupling Function;Coupling Function;
Conduction Speed;Class;;Global Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;mm/ms;;;;;;;;Conduction Speed;The Conduction Speed defines the finite signal transmission speed between two brain regions of the brain.;
Global Coupling Function type;Class;;Global Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;Global Coupling Function type is a set of default coupling functions implemented in TVB.;;;;;;;;;cF;;;;;;;;Long-Range Coupling Function;Global Coupling Function type;;
Time Delays;Class;;Global Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tau;;;;"Expression of Time Delays.

tau_ij = d_ij / c

where";;;;;Time Delays;Time Delays are finite conduction times of signal transmission via long-range connections that depend on the length of the fiber tract connecting two points, dij, and the transmission speed, c.;
a_HTCF;Class;;Hyperbolic Tangent Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a_HTCF;;
b_HTCF;Class;;Hyperbolic Tangent Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b_HTCF;;
midpoint_HTCF;Class;;Hyperbolic Tangent Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;midpoint_HTCF;;
sigma_HTCF;Class;;Hyperbolic Tangent Coupling Function;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sigma_HTCF;;
ProjectionSurfaceSEEG;Class;;iEEG / SEEG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ProjectionSurfaceSEEG;SEEG lead field matrix, i.e., wraps matrices defining a linear operator to map the spatial sources into the leadfield domain.;
SensorsInternal;Class;;iEEG / SEEG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SensorsInternal;SEEG sensor locations and labels;
Coombes Byrne 2D;Class;NMM;Infinite Theta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Coombes Byrne 2D;;
Coombes Byrne;Class;NMM;Infinite Theta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Coombes Byrne;;
Dumont Gutkin;Class;NMM;Infinite Theta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dumont Gutkin;;
Gast Schmidt Knosche SD;Class;NMM;Infinite Theta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gast Schmidt Knosche SD;;
Gast Schmidt Knosche SF;Class;NMM;Infinite Theta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gast Schmidt Knosche SF;;
